name,discipline,address,city,postcode,phone,email,website,rating,reviews_count,source,scraped_at
Apex Jiu-Jitsu,BJJ,"Ground floor 1, 3 & 5 Morris Pl, Clifton Terrace, Finsbury Park, London N4 3JG",London,N4 3JG,07385 811179,info@apex-bjj.com; user@domain.com,https://www.apexbjj.co.uk/,4.9,62,google_maps,2026-03-05T15:08:15.295202+00:00
Carlson Gracie London,BJJ,"Ground floor 1, 3 & 5 Morris Pl, Clifton Terrace, Finsbury Park, London N4 3JG",London,N4 3JG,07385 811179,info@apex-bjj.com; user@domain.com,https://www.apexbjj.co.uk/,4.9,62,google_maps,2026-03-05T15:08:17.166480+00:00
Cantagalo JiuJitsu London,BJJ,"Aspenlea Rd, London W6 8LH",London,W6 8LH,07902 491656,79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,https://cantagalobjj.com/,4.9,109,google_maps,2026-03-05T15:08:18.863409+00:00
Carpe Diem Brazilian Jiu-Jitsu London,BJJ,"Aspenlea Rd, London W6 8LH",London,W6 8LH,07902 491656,79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,https://cantagalobjj.com/,4.9,109,google_maps,2026-03-05T15:08:20.694318+00:00
Valour Jiu-Jitsu HQ,BJJ,"4 Fulham High St, London SW6 3LQ",London,SW6 3LQ,07883 302026,info@valourjiujitsu.co.uk,https://valourjiujitsu.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gbp,4.9,255,google_maps,2026-03-05T15:08:22.393564+00:00
BALANCE BRAZILIAN JIU JITSU ACADEMY,BJJ,"16 Berkeley St, London W1J 8DZ",London,W1J 8DZ,07360 542667,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 98b21aa53d68482b8414e892d9af0e5f@sentry-next.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com,http://www.balancebjj.co.uk/,5,16,google_maps,2026-03-05T15:08:24.220258+00:00
Equilibrium Brazilian Jiu Jitsu,BJJ,"16 Berkeley St, London W1J 8DZ",London,W1J 8DZ,07360 542667,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 98b21aa53d68482b8414e892d9af0e5f@sentry-next.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com,http://www.balancebjj.co.uk/,5,16,google_maps,2026-03-05T15:08:26.052620+00:00
BJJ ART UK - Brazilian Jiu Jitsu,BJJ,"6 Sancroft St, London SE11 5UD",London,SE11 5UD,07565 132401,bjj4all.ltd@gmail.com,https://bjj-art.com/,5,110,google_maps,2026-03-05T15:08:27.723316+00:00
PURE JIUJITSU,BJJ,"The Rehearsal Rooms, Victoria Rd, North Acton, London W3 6HU",London,W3 6HU,07521 420733,2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; info@purejiujitsu.com,http://www.purejiujitsu.com/,5,142,google_maps,2026-03-05T15:08:29.419412+00:00
London Fight Factory,BJJ,"19 Ebenezer St, London N1 7LU",London,N1 7LU,07944 574046,,http://www.londonfightfactory.com/,4.7,540,google_maps,2026-03-05T15:08:31.149382+00:00
Putney Jiu Jitsu - 5* BJJ Gym in South West London,BJJ,"19 Ebenezer St, London N1 7LU",London,N1 7LU,07944 574046,,http://www.londonfightfactory.com/,4.7,540,google_maps,2026-03-05T15:08:33.003511+00:00
10th Planet Jiu Jitsu London,BJJ,"1012 Dockside Rd, London E16 2QT",London,E16 2QT,07984 973337,,http://www.10thplanetjjlondon.com/,5,45,google_maps,2026-03-05T15:08:34.661207+00:00
"Grapple Zone Brazilian Jiu Jitsu, Waterloo",BJJ,"1012 Dockside Rd, London E16 2QT",London,E16 2QT,07984 973337,,http://www.10thplanetjjlondon.com/,5,45,google_maps,2026-03-05T15:08:36.397483+00:00
ARMA Jiu Jitsu Club,BJJ,"Polygon House, 18-20 Bromell's Rd, London SW4 0BG",London,SW4 0BG,020 8129 0847,info@armabjj.com; alex@email.com,https://www.armabjj.com/,5,62,google_maps,2026-03-05T15:08:38.077742+00:00
Los Banditos Submission Grappling Club,BJJ,"Polygon House, 18-20 Bromell's Rd, London SW4 0BG",London,SW4 0BG,020 8129 0847,info@armabjj.com; alex@email.com,https://www.armabjj.com/,5,62,google_maps,2026-03-05T15:08:39.921725+00:00
Inglorious Grapplers,BJJ,"Eight Members Club, 1 Dysart St, London EC2A 2BX",London,EC2A 2BX,07747 351587,ingloriousgrapplers@gmail.com,http://www.ingloriousgrapplers.com/,5,41,google_maps,2026-03-05T15:08:41.600938+00:00
London Ju Jitsu - Elephant and Castle,BJJ,"The Rehearsal Rooms, Victoria Rd, North Acton, London W3 6HU",London,W3 6HU,07521 420733,2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; info@purejiujitsu.com,http://www.purejiujitsu.com/,5,142,google_maps,2026-03-05T15:08:45.189871+00:00
Roger Gracie Euston,BJJ,"16 Berkeley St, London W1J 8DZ",London,W1J 8DZ,07360 542667,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 98b21aa53d68482b8414e892d9af0e5f@sentry-next.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com,http://www.balancebjj.co.uk/,5,16,google_maps,2026-03-05T15:08:48.751365+00:00
Mill Hill BJJ,BJJ,"16 Berkeley St, London W1J 8DZ",London,W1J 8DZ,07360 542667,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 98b21aa53d68482b8414e892d9af0e5f@sentry-next.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com,http://www.balancebjj.co.uk/,5,16,google_maps,2026-03-05T15:08:50.465069+00:00
Luciano Cristovam BJJ Academy,BJJ,"16 Berkeley St, London W1J 8DZ",London,W1J 8DZ,07360 542667,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 98b21aa53d68482b8414e892d9af0e5f@sentry-next.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com,http://www.balancebjj.co.uk/,5,16,google_maps,2026-03-05T15:08:52.298772+00:00
Social BJJ W2,BJJ,"The Stowe Centre, London W2 5ES",London,W2 5ES,07702 834449,,https://www.instagram.com/jiujitsusocialw2/,4.9,45,google_maps,2026-03-05T15:08:54.203580+00:00
The BJJ Place - West Hampstead Dojo,BJJ,"The Stowe Centre, London W2 5ES",London,W2 5ES,07702 834449,,https://www.instagram.com/jiujitsusocialw2/,4.9,45,google_maps,2026-03-05T15:08:56.165919+00:00
Highbury Jitsu Club,BJJ,"8 Highbury Grove, London N5 2EQ",London,N5 2EQ,07879 843587,info@project.be; highburyjitsu@gmail.com,https://highburyjitsu.org.uk/,4.7,14,google_maps,2026-03-05T15:08:57.930334+00:00
Diesel Gym London,BJJ,"8 Highbury Grove, London N5 2EQ",London,N5 2EQ,07879 843587,info@project.be; highburyjitsu@gmail.com,https://highburyjitsu.org.uk/,4.7,14,google_maps,2026-03-05T15:08:59.853065+00:00
Brazilian Jiu Jitsu,BJJ,"8 Highbury Grove, London N5 2EQ",London,N5 2EQ,07879 843587,info@project.be; highburyjitsu@gmail.com,https://highburyjitsu.org.uk/,4.7,14,google_maps,2026-03-05T15:09:01.835250+00:00
Fight City Gym - Elephant Park,BJJ,"62 New Kent Rd, Elephant Park, London SE1 6TJ",London,SE1 6TJ,020 7043 6032,,https://fightcitygym.co.uk/elephant-park/?utm_source=google-local-business&utm_medium=organic,4.8,122,google_maps,2026-03-05T15:09:03.840463+00:00
Tribe BJJ,BJJ,"62 New Kent Rd, Elephant Park, London SE1 6TJ",London,SE1 6TJ,020 7043 6032,,https://fightcitygym.co.uk/elephant-park/?utm_source=google-local-business&utm_medium=organic,4.8,122,google_maps,2026-03-05T15:09:05.765189+00:00
BJJ House Academy,BJJ,"152 Willesden Ln, London NW6 7TH",London,NW6 7TH,07841 764210,info@bjjhouse.co.uk,https://bjjhouse.uk/,5,37,google_maps,2026-03-05T15:09:07.538461+00:00
Guild of Fighters,BJJ,"59-61 Armoury Way, London SW18 1JZ",London,SW18 1JZ,020 7856 0161,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.guildbjj.com/,4.9,57,google_maps,2026-03-05T15:09:09.372050+00:00
Grand Union Jiu Jitsu Elephant and Castle,BJJ,"38 New Kent Rd, Elephant and Castle, London SE1 6TJ",London,SE1 6TJ,020 3912 3450,grandunionbjj@gmail.com,https://grandunionbjj.com/pages/gymbox-elephant-castle,5,14,google_maps,2026-03-05T15:09:11.228900+00:00
Jisso Academy - Roger Gracie Queens Park,BJJ,"38 New Kent Rd, Elephant and Castle, London SE1 6TJ",London,SE1 6TJ,020 3912 3450,grandunionbjj@gmail.com,https://grandunionbjj.com/pages/gymbox-elephant-castle,5,14,google_maps,2026-03-05T15:09:13.015650+00:00
Will BJJ Team,BJJ,"Unit 11, 250 Milkwood Rd, London SE24 0HG",London,SE24 0HG,07828 318077,user@domain.com,http://www.willbjjteam.com/,5,74,google_maps,2026-03-05T15:09:14.683794+00:00
Origin Brazilian Jiu Jitsu - Team N22,BJJ,"Unit C, 2nd Floor, Cypress House, London N22 6UJ",London,N22 6UJ,07976 855259,,https://www.londonbjj.com/,5,63,google_maps,2026-03-05T15:09:16.488502+00:00
10th Planet Jiu Jitsu London S.E (Woolwich),BJJ,"Unit C, 2nd Floor, Cypress House, London N22 6UJ",London,N22 6UJ,07976 855259,,https://www.londonbjj.com/,5,63,google_maps,2026-03-05T15:09:18.354261+00:00
Grapple Collective,BJJ,"117 Chapman St, London E1 2PH",London,E1 2PH,07975 914940,user@domain.com; grapplecollective@gmail.com,http://grapplecollective.com/,4.9,95,google_maps,2026-03-05T15:09:20.014550+00:00
HampsteadBJJ,BJJ,"West Heath Yard, 174 MILL LANE, 174 Mill Ln, London NW6 1TB",London,NW6 1TB,020 3503 0038,frontdesk@hampsteadbjj.co.uk,https://www.hampsteadbjj.co.uk/,4.9,29,google_maps,2026-03-05T15:09:21.880410+00:00
Carlson Gracie Hackney,BJJ,"West Heath Yard, 174 MILL LANE, 174 Mill Ln, London NW6 1TB",London,NW6 1TB,020 3503 0038,frontdesk@hampsteadbjj.co.uk,https://www.hampsteadbjj.co.uk/,4.9,29,google_maps,2026-03-05T15:09:23.804761+00:00
Fight City Gym - Moorgate,BJJ,"Lower Ground, 15 Worship St, London EC2A 2DT",London,EC2A 2DT,020 7043 6032,,https://fightcitygym.co.uk/locations/moorgate/?utm_source=google-local-business&utm_medium=organic,4.8,135,google_maps,2026-03-05T15:09:25.536054+00:00
MMA LDN,BJJ,"Lower Ground, 15 Worship St, London EC2A 2DT",London,EC2A 2DT,020 7043 6032,,https://fightcitygym.co.uk/locations/moorgate/?utm_source=google-local-business&utm_medium=organic,4.8,135,google_maps,2026-03-05T15:09:27.448598+00:00
The London Wing Chun Academy - MMA & BJJ,BJJ,"Cypress House, 2 Coburg Rd, London N22 6UJ",London,N22 6UJ,07976 855259,,http://www.londonwingchun.co.uk/,4.9,172,google_maps,2026-03-05T15:09:29.213758+00:00
33 Jiu Jitsu,BJJ,"Cypress House, 2 Coburg Rd, London N22 6UJ",London,N22 6UJ,07976 855259,,http://www.londonwingchun.co.uk/,4.9,172,google_maps,2026-03-05T15:09:31.097411+00:00
Reis Brazilian Jiujitsu,BJJ,"Vernon Square, London WC1X 9EW",London,WC1X 9EW,07939 813919,info@reisbjj.co.uk; filler@godaddy.com; jonpinhorn.typedesign@gmail.com,http://reisbjj.co.uk/,5,7,google_maps,2026-03-05T15:09:32.822331+00:00
New School BJJ,BJJ,"Vernon Square, London WC1X 9EW",London,WC1X 9EW,07939 813919,info@reisbjj.co.uk; filler@godaddy.com; jonpinhorn.typedesign@gmail.com,http://reisbjj.co.uk/,5,7,google_maps,2026-03-05T15:09:34.743742+00:00
Apollo BJJ,BJJ,"Vernon Square, London WC1X 9EW",London,WC1X 9EW,07939 813919,info@reisbjj.co.uk; filler@godaddy.com; jonpinhorn.typedesign@gmail.com,http://reisbjj.co.uk/,5,7,google_maps,2026-03-05T15:09:36.547881+00:00
Flavio - Jiu Jitsu Coach,BJJ,"Vernon Square, London WC1X 9EW",London,WC1X 9EW,07939 813919,info@reisbjj.co.uk; filler@godaddy.com; jonpinhorn.typedesign@gmail.com,http://reisbjj.co.uk/,5,7,google_maps,2026-03-05T15:09:38.490986+00:00
Grapplers Den West London,BJJ,"Vernon Square, London WC1X 9EW",London,WC1X 9EW,07939 813919,info@reisbjj.co.uk; filler@godaddy.com; jonpinhorn.typedesign@gmail.com,http://reisbjj.co.uk/,5,7,google_maps,2026-03-05T15:09:40.528901+00:00
Myriad Jiu Jitsu,BJJ,"Vernon Square, London WC1X 9EW",London,WC1X 9EW,07939 813919,info@reisbjj.co.uk; filler@godaddy.com; jonpinhorn.typedesign@gmail.com,http://reisbjj.co.uk/,5,7,google_maps,2026-03-05T15:09:42.583286+00:00
Studio NW2 - Brazilian Jiu-Jitsu,BJJ,"Vernon Square, London WC1X 9EW",London,WC1X 9EW,07939 813919,info@reisbjj.co.uk; filler@godaddy.com; jonpinhorn.typedesign@gmail.com,http://reisbjj.co.uk/,5,7,google_maps,2026-03-05T15:09:44.571844+00:00
KSC Academy - SE16 BJJ - Jiu Jitsu School,BJJ,"Decathlon, 9 Maritime St, London SE16 7FU",London,SE16 7FU,7803544214,,https://ksc.academy/,5,14,google_maps,2026-03-05T15:09:46.699754+00:00
"Battlezone - (Brazilian Jiu-Jitsu,Boxing",BJJ,"Decathlon, 9 Maritime St, London SE16 7FU",London,SE16 7FU,7803544214,,https://ksc.academy/,5,14,google_maps,2026-03-05T15:09:48.449293+00:00
Shinbudo London Grappling Club,BJJ,"Decathlon, 9 Maritime St, London SE16 7FU",London,SE16 7FU,7803544214,,https://ksc.academy/,5,14,google_maps,2026-03-05T15:09:50.069717+00:00
Gracie Barra Haringey,BJJ,"Unit 3D, 167 Hermitage Rd, Harringay Warehouse District, London N4 1LZ",London,N4 1LZ,07588 252500,79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com; santana351@aol.com; 98b21aa53d68482b8414e892d9af0e5f@sentry-next.wixpress.com,http://www.gbharingey.com/,4.8,72,google_maps,2026-03-05T15:09:51.700165+00:00
Legacy Academy Martial Arts London,BJJ,"Railway Arches, 403 Cremer St, London E2 8HB",London,E2 8HB,54220981305,n@herman.mma; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,https://www.legacymartialartslondon.co.uk/,5,63,google_maps,2026-03-05T15:09:53.400349+00:00
uncommon Jiu Jitsu,BJJ,"81-87 Holborn, London WC1V 6DF",London,WC1V 6DF,53144538958,79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com; uncommonjiujitsu@gmail.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,http://www.uncommonjiujitsu.com/,5,17,google_maps,2026-03-05T15:09:55.095286+00:00
Jiu JItsu - Westminster Jitsu Club,BJJ,"134 Chalton St, London NW1 1RX",London,NW1 1RX,020 7419 4365,,,1,1,google_maps,2026-03-05T15:09:56.816977+00:00
Japanese Jiu Jitsu in London,BJJ,"The London Jiu Jitsu Centre, 10 William Rd, London NW1 3EN",London,NW1 3EN,07591 492052,5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com,https://www.japanesejiujitsu.co.uk/,5,8,google_maps,2026-03-05T15:09:58.535607+00:00
EK BJJ - Eddie Kone Academy of Jiu-Jitsu,BJJ,"1, Sutherland House, 43 Sutherland Rd, London E17 6BU",London,E17 6BU,07518 017660,teamkone@yahoo.co.uk,http://www.ekbjj.com/,4.9,75,google_maps,2026-03-05T15:10:00.277233+00:00
Submission School Dojo,BJJ,"Unit 4, 1A Sherrard Rd, London E7 8DN",London,E7 8DN,07917 104685,,https://m.facebook.com/submission-school-brazilian-jiu-jitsu-234787439923564/,5,90,google_maps,2026-03-05T15:10:02.057769+00:00
BJJ Walthamstow,BJJ,"Holy Family School & 6th Form, Wiseman House Site, 34 Shernhall St, London E17 9RT",London,E17 9RT,07884 843688,2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.bjjwalthamstow.com/,5,11,google_maps,2026-03-05T15:10:03.871520+00:00
Kinetic BJJ,BJJ,"Norman St, London EC1V 3PU",London,EC1V 3PU,,john@doe.com; info@kineticbjj.co.uk,https://kineticbjj.co.uk/,5,6,google_maps,2026-03-05T15:10:05.646050+00:00
The Gentle Arts School,BJJ,"299 Brompton Rd, London SW3 2DY",London,SW3 2DY,07360 334349,79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 98b21aa53d68482b8414e892d9af0e5f@sentry-next.wixpress.com,https://www.thegentleartsschool.co.uk/,5,14,google_maps,2026-03-05T15:10:07.407295+00:00
Ellis Rumble BJJ/Grappling PT,BJJ,"117 Chapman St, London E1 2PH",London,E1 2PH,07883 706945,,,5,38,google_maps,2026-03-05T15:10:09.285008+00:00
North Dulwich Brazilian Jiu Jitsu - TRICCS ACADEMY,BJJ,"117 Chapman St, London E1 2PH",London,E1 2PH,07883 706945,,,5,38,google_maps,2026-03-05T15:10:11.115195+00:00
ROLL Jiu-Jitsu,BJJ,"Railway Arch, 199 Bellenden Rd, London SE15 4QJ",London,SE15 4QJ,,info@rolljiujitsu.co.uk; user@domain.com,https://rolljiujitsu.co.uk/,4.5,8,google_maps,2026-03-05T15:10:12.799837+00:00
Carlson Gracie Team Clapham BJJ Academy,BJJ,"68 St Rule St, Nine Elms, London SW8 3ED",London,SW8 3ED,22416175801,martinfootbjj@gmail.com,http://www.bjjsouthlondon.com/,5,92,google_maps,2026-03-05T15:10:14.557783+00:00
Pueblo Jiu Jitsu,BJJ,"68 St Rule St, Nine Elms, London SW8 3ED",London,SW8 3ED,22416175801,martinfootbjj@gmail.com,http://www.bjjsouthlondon.com/,5,92,google_maps,2026-03-05T15:10:16.488426+00:00
"E17 BJJ, Brazilian Jiu-Jitsu Walthamstow",BJJ,"68 St Rule St, Nine Elms, London SW8 3ED",London,SW8 3ED,22416175801,martinfootbjj@gmail.com,http://www.bjjsouthlondon.com/,5,92,google_maps,2026-03-05T15:10:18.213281+00:00
MCEC Jiu Jitsu,BJJ,"Unit 22, Ravenswood Industrial Estate, Shernhall St, London E17 9HQ",London,E17 9HQ,07961 603382,5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com,https://e17bjj.co.uk/,5,24,google_maps,2026-03-05T15:10:20.087952+00:00
Wrestling for Jiu Jitsu,BJJ,"Unit 22, Ravenswood Industrial Estate, Shernhall St, London E17 9HQ",London,E17 9HQ,07961 603382,5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com,https://e17bjj.co.uk/,5,24,google_maps,2026-03-05T15:10:21.907371+00:00
New School BJJ Brixton,BJJ,"Unit 22, Ravenswood Industrial Estate, Shernhall St, London E17 9HQ",London,E17 9HQ,07961 603382,5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com,https://e17bjj.co.uk/,5,24,google_maps,2026-03-05T15:10:23.814047+00:00
The Grapple Hub,BJJ,"First Floor, 9 Hessel St, London E1 2LR",London,E1 2LR,0300 011 1786,,http://www.thegrapplehub.com/,5,40,google_maps,2026-03-05T15:10:25.801360+00:00
Arlans Siquiera BJJ Muswell Hill,BJJ,"First Floor, 9 Hessel St, London E1 2LR",London,E1 2LR,0300 011 1786,,http://www.thegrapplehub.com/,5,40,google_maps,2026-03-05T15:10:27.801319+00:00
Legion Grappling Academy,BJJ,"Unit 5, Transform House, 16 Wellington Rd, London E10 7QF",London,E10 7QF,020 3398 8911,,https://legiongrappling.com/,4.9,115,google_maps,2026-03-05T15:10:29.531858+00:00
Hybrid FMA,BJJ,"Unit 1, Gateway Trading Estate, Hythe Rd, Greater, London NW10 6RJ",London,NW10 6RJ,07723 507085,,http://www.hybrid-fma.com/,4.9,60,google_maps,2026-03-05T15:10:31.270783+00:00
The MMA Clinic,BJJ,"Unit 1, Gateway Trading Estate, Hythe Rd, Greater, London NW10 6RJ",London,NW10 6RJ,07723 507085,,http://www.hybrid-fma.com/,4.9,60,google_maps,2026-03-05T15:10:33.066388+00:00
Lima Dojo Brazilian Jiu Jitsu,BJJ,"2 Cliff Walk, London E16 4HL",London,E16 4HL,07874 762001,,,5,12,google_maps,2026-03-05T15:10:34.710927+00:00
University College London Jitsu Club,BJJ,"Collier St, London N1 9BE",London,N1 9BE,020 7679 6116,coaching@jitsufoundation.org; tertiaryboard@jitsufoundation.org; management@jitsufoundation.org,https://www.jitsufoundation.org/regions/london/university-college-london-union-jiu-jitsu-club/,5,1,google_maps,2026-03-05T15:10:36.435605+00:00
Whitechapel Jiu Jitsu,BJJ,"Collier St, London N1 9BE",London,N1 9BE,020 7679 6116,coaching@jitsufoundation.org; tertiaryboard@jitsufoundation.org; management@jitsufoundation.org,https://www.jitsufoundation.org/regions/london/university-college-london-union-jiu-jitsu-club/,5,1,google_maps,2026-03-05T15:10:38.210953+00:00
The Budokwai,BJJ,"The Budokwai, G K House, 4 Gilston Rd, London SW10 9SL",London,SW10 9SL,020 7370 1000,,http://budokwai.co.uk/,4.7,78,google_maps,2026-03-05T15:10:39.843389+00:00
3 Strikes Jujitsu,BJJ,"The Budokwai, G K House, 4 Gilston Rd, London SW10 9SL",London,SW10 9SL,020 7370 1000,,http://budokwai.co.uk/,4.7,78,google_maps,2026-03-05T15:10:41.588617+00:00
Frota Academy London,BJJ,"Burns Rd, London SW11 5AD",London,SW11 5AD,,info@frota-team.ch,http://frota-team.ch/,3.7,3,google_maps,2026-03-05T15:10:43.249024+00:00
Marc Walder Brazilian Jiu Jitsu (BJJ),BJJ,"Newham Leisure Centre, 281 Prince Regent Ln, London E13 8SD",London,E13 8SD,07766 703398,marcwaldergraciebarra@hotmail.com,http://bjjessex.blogspot.com/,4.3,6,google_maps,2026-03-05T15:10:45.000205+00:00
"Stance Jiu Jitsu Academy, Woolwich",BJJ,"Newham Leisure Centre, 281 Prince Regent Ln, London E13 8SD",London,E13 8SD,07766 703398,marcwaldergraciebarra@hotmail.com,http://bjjessex.blogspot.com/,4.3,6,google_maps,2026-03-05T15:10:46.781865+00:00
Tottenham Ju Jitsu Club,BJJ,"701, Tottenham Community Sports Centre, 703 High Rd, London N17 8AD",London,N17 8AD,07752 225677,5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com,http://tottenhamjiujitsuclub.co.uk/,5,4,google_maps,2026-03-05T15:10:48.471908+00:00
Corporate & Group Self Defence London,BJJ,"701, Tottenham Community Sports Centre, 703 High Rd, London N17 8AD",London,N17 8AD,07752 225677,5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com,http://tottenhamjiujitsuclub.co.uk/,5,4,google_maps,2026-03-05T15:10:50.320347+00:00
